time,area_name,lat,lon,rr,spatial_ref,hu,qq,tg,tx,tn,fg,outbreak,cases
2021-07-01,Greece,38.26671054,24.43988823,136.4742,0,56.933643,293.5567,25.309233,31.038057,18.947268,2.1842725,1,4719.0
2021-08-01,Greece,38.26671054,24.43988823,111.8871,0,52.215633,299.8467,25.430655,31.623447,18.894255,2.0197399,1,4719.0
2021-09-01,Greece,38.26671054,24.43988823,426.56335,0,62.294567,214.05194,19.952393,25.382248,14.474581,1.9047145,1,4719.0
2021-10-01,Greece,38.26671054,24.43988823,5667.861,0,65.40638,99.47907,13.588215,17.899506,9.687698,1.8630048,1,4719.0
2021-11-01,Greece,38.26671054,24.43988823,2940.3735,0,70.24955,84.82512,11.584302,15.884872,7.637238,1.9989512,1,4719.0
2021-12-01,Greece,38.26671054,24.43988823,3896.5483,0,77.98473,63.50527,6.813735,10.663862,2.893469,2.0742779,1,4719.0
2022-01-01,Greece,38.26671054,24.43988823,2000.9193,0,75.80806,51.153576,4.3567667,8.737925,-0.019038552,1.7506745,1,4719.0
2022-02-01,Greece,38.26671054,24.43988823,2524.1748,0,77.552734,113.67904,6.5096846,11.2666235,1.8552439,1.9649665,1,4719.0
2022-03-01,Greece,38.26671054,24.43988823,1622.8677,0,66.43282,143.62666,5.6442924,9.947533,0.9932558,2.1572647,1,4719.0
2022-04-01,Greece,38.26671054,24.43988823,954.6434,0,74.83142,218.29663,12.489114,17.709087,6.7714105,2.269353,1,4719.0
2022-05-01,Greece,38.26671054,24.43988823,538.7451,0,68.75191,219.51712,17.50617,23.19696,11.051535,2.1392298,1,4720.0
2022-06-01,Greece,38.26671054,24.43988823,1044.1167,0,63.394295,236.73521,22.65494,28.038177,16.97997,2.2487485,1,4721.0
2022-07-01,Greece,38.26671054,24.43988823,488.06134,0,61.94032,265.47684,24.469975,29.989752,18.11136,2.168491,1,4721.0
2022-08-01,Greece,38.26671054,24.43988823,841.74194,0,66.957115,219.77019,24.103111,29.761133,18.511616,2.1175885,1,4721.0
2022-09-01,Greece,38.26671054,24.43988823,608.6666,0,69.98984,171.60138,19.958923,25.39598,14.328003,1.9884396,1,4721.0
2022-10-01,Greece,38.26671054,24.43988823,838.13873,0,72.32963,150.06216,15.841419,21.272717,10.456791,1.918473,1,4721.0
2022-11-01,Greece,38.26671054,24.43988823,2985.0195,0,75.647415,86.30785,12.146145,16.698221,7.753829,2.0764568,1,4721.0
2022-12-01,Greece,38.26671054,24.43988823,2020.6387,0,82.51834,70.533966,9.653895,13.7291355,6.080674,1.6608701,1,4721.0
2023-01-01,Greece,38.26671054,24.43988823,3512.332,0,83.759094,63.756493,7.3617263,11.631355,3.5633242,1.9272029,1,4724.0
2023-02-01,Greece,38.26671054,24.43988823,527.5393,0,79.66415,111.40503,5.790227,10.861007,0.83082664,1.9872446,1,4726.0
2023-03-01,Greece,38.26671054,24.43988823,1526.7549,0,78.68814,140.41516,9.647048,14.306541,4.6283183,2.1454923,1,4726.0
2023-04-01,Greece,38.26671054,24.43988823,2116.2234,0,78.297134,171.90489,11.342946,15.998217,6.4559803,2.163874,1,4726.0
2023-05-01,Greece,38.26671054,24.43988823,2392.187,0,79.806526,172.24365,15.450683,19.890345,10.850188,2.210489,1,4726.0
2023-06-01,Greece,38.26671054,24.43988823,1362.4468,0,71.14618,261.5598,20.808434,25.86895,15.338626,1.882461,1,4726.0
2023-07-01,Greece,38.26671054,24.43988823,207.78387,0,64.53039,251.67561,25.84557,31.929964,19.236723,2.0219145,1,4726.0
2023-08-01,Greece,38.26671054,24.43988823,165.22903,0,70.11363,241.70274,24.592653,30.594904,18.684702,2.0488172,1,4726.0
2023-09-01,Greece,38.26671054,24.43988823,1647.8134,0,73.738945,150.21748,20.929207,26.299936,16.171282,1.9575367,1,4726.0
2023-10-01,Greece,38.26671054,24.43988823,600.7097,0,73.04641,167.62416,17.73572,23.091717,12.824711,2.1726472,1,4726.0
2023-11-01,Greece,38.26671054,24.43988823,4314.6035,0,79.11678,65.47742,12.8110285,17.463718,8.257512,2.2176795,1,4740.0
2023-12-01,Greece,38.26671054,24.43988823,1535.6483,0,77.95573,72.889725,8.714467,13.492185,4.7247286,1.857967,1,5103.0
2024-01-01,Greece,38.26671054,24.43988823,2036.471,0,74.50305,70.10812,6.670323,11.023361,2.6765213,1.8288395,1,5285.0
2024-02-01,Greece,38.26671054,24.43988823,1975.7585,0,74.204094,113.404305,9.3365,14.231635,4.815632,2.1958146,1,5333.0
2024-03-01,Greece,38.26671054,24.43988823,2170.6904,0,75.23624,146.64233,10.636378,15.60846,6.0613823,2.28271,1,5333.0
2024-04-01,Greece,38.26671054,24.43988823,1775.8999,0,70.3809,221.76349,14.883647,20.927877,9.465862,2.290798,1,5333.0
2024-05-01,Greece,38.26671054,24.43988823,1118.3484,0,73.60369,169.62483,16.911608,22.298218,11.928135,2.2428358,1,5333.0
2024-06-01,Greece,38.26671054,24.43988823,160.61002,0,63.422432,256.81818,24.290672,30.991608,18.28479,2.2876499,1,5335.0
2024-07-01,Greece,38.26671054,24.43988823,339.74515,0,61.163418,269.8395,26.471336,32.88171,20.553076,2.0912824,1,5336.0
2024-08-01,Greece,38.26671054,24.43988823,398.02902,0,59.98771,168.4641,25.94258,31.960478,20.275501,2.00595,1,5336.0
2024-09-01,Greece,38.26671054,24.43988823,2048.5566,0,76.27473,177.16264,21.085999,26.18881,16.22469,1.9246764,1,5336.0
2024-10-01,Greece,38.26671054,24.43988823,408.00644,0,80.872314,149.38153,16.643955,22.128801,11.301545,2.078782,1,5473.0
2024-11-01,Greece,38.26671054,24.43988823,3693.9868,0,74.18228,80.34006,10.6902895,15.584491,6.10716,1.7912915,1,7544.0
2024-12-01,Greece,38.26671054,24.43988823,4687.9067,0,77.0753,49.929398,8.008904,11.826393,4.419131,1.8438989,1,8623.0
