time,area_name,lat,lon,rr,hu,qq,tg,tx,tn,fg,outbreak,cases
2000-01-01,France,46.19159293,2.189861097,4836.9517,85.09959,48.820797,2.925026,6.4173474,0.0865148,2.8193104,0,0.0
2000-02-01,France,46.19159293,2.189861097,18291.08,82.611824,78.10847,6.1106763,10.310125,2.5269885,3.463055,0,0.0
2000-03-01,France,46.19159293,2.189861097,10468.562,76.196625,133.59268,6.872699,11.956517,2.5607789,3.1651795,0,0.0
2000-04-01,France,46.19159293,2.189861097,22042.273,77.52287,163.3318,9.526997,14.459196,5.173973,3.437171,0,0.0
2000-05-01,France,46.19159293,2.189861097,17007.578,77.87979,210.6525,14.661197,20.029898,9.882536,2.7407234,0,0.0
2000-06-01,France,46.19159293,2.189861097,10190.213,72.24422,251.39977,17.470242,23.102842,11.992459,2.8243353,0,0.0
2000-07-01,France,46.19159293,2.189861097,21961.348,75.627365,220.83807,16.944569,22.34179,12.115663,2.995901,0,0.0
2000-08-01,France,46.19159293,2.189861097,10332.878,73.935875,209.78099,19.187046,25.439772,13.6704445,2.3326054,0,0.0
2000-09-01,France,46.19159293,2.189861097,15095.776,78.07283,157.0416,16.060474,21.916624,11.217575,2.4884524,0,0.0
2000-10-01,France,46.19159293,2.189861097,26311.275,84.75491,85.20183,11.323466,15.398702,8.034903,3.0534358,0,0.0
2000-11-01,France,46.19159293,2.189861097,34456.848,86.42773,48.65136,7.5606403,10.9923315,4.7244167,3.6647127,0,0.0
2000-12-01,France,46.19159293,2.189861097,18112.764,84.44256,37.526367,6.787935,10.016443,4.065541,3.5160341,0,0.0
2001-01-01,France,46.19159293,2.189861097,22561.732,85.48524,41.416218,4.7504764,7.7890515,2.0143423,3.5161366,0,0.0
2001-02-01,France,46.19159293,2.189861097,10831.539,81.26281,78.6937,4.859587,8.925319,1.4980121,3.5004616,0,0.0
2001-03-01,France,46.19159293,2.189861097,32287.092,83.695946,100.91245,8.714124,12.750455,5.4203033,3.671465,0,0.0
2001-04-01,France,46.19159293,2.189861097,22960.389,78.104004,159.75517,8.336486,12.789122,4.53876,3.6874452,0,0.0
2001-05-01,France,46.19159293,2.189861097,12297.766,76.41182,220.36696,14.475832,19.844208,9.484924,2.703559,0,0.0
2001-06-01,France,46.19159293,2.189861097,9787.357,69.589874,257.81116,16.498016,22.462479,10.549612,2.6893082,0,0.0
2001-07-01,France,46.19159293,2.189861097,20171.46,74.314766,232.11082,18.826414,24.623806,13.565154,2.7031193,0,0.0
2001-08-01,France,46.19159293,2.189861097,12280.528,73.774216,210.38126,19.486904,25.606026,14.187938,2.5721128,0,0.0
2001-09-01,France,46.19159293,2.189861097,16369.311,80.33429,143.10185,13.264864,18.48915,8.860684,2.8415964,0,0.0
2001-10-01,France,46.19159293,2.189861097,16766.342,83.834274,100.59584,14.349219,19.538393,10.416982,2.7369075,0,0.0
2001-11-01,France,46.19159293,2.189861097,12191.764,85.445564,57.27826,5.2777414,9.123514,1.9549768,2.930703,0,0.0
2001-12-01,France,46.19159293,2.189861097,8917.655,83.299934,46.554237,1.7157642,5.4203405,-1.3758137,3.0884175,0,0.0
2002-01-01,France,46.19159293,2.189861097,8256.99,83.428604,52.83244,4.388011,8.545078,1.0529164,3.1160166,0,0.0
2002-02-01,France,46.19159293,2.189861097,21459.016,81.12874,69.31796,6.7668004,10.392991,3.6515028,4.448298,0,0.0
2002-03-01,France,46.19159293,2.189861097,10338.571,75.47162,134.16438,8.19649,13.281925,3.7354443,3.2911303,0,0.0
2002-04-01,France,46.19159293,2.189861097,7649.337,70.66848,188.2567,9.922055,15.509279,4.670038,3.2550163,0,0.0
2002-05-01,France,46.19159293,2.189861097,20100.547,77.044655,206.16945,12.6636305,17.830278,7.922758,3.0516474,0,0.0
2002-06-01,France,46.19159293,2.189861097,13265.63,73.684845,244.50099,17.623146,23.36069,12.22989,2.7561915,0,0.0
2002-07-01,France,46.19159293,2.189861097,13611.894,74.16785,223.42834,17.894861,23.581272,12.691947,2.9398208,0,0.0
2002-08-01,France,46.19159293,2.189861097,18467.531,79.240875,183.91618,17.761862,23.259117,13.206728,2.4063826,0,0.0
2002-09-01,France,46.19159293,2.189861097,11504.317,78.59701,159.98308,14.451728,20.28666,9.606451,2.5676947,0,0.0
2002-10-01,France,46.19159293,2.189861097,20192.598,82.48536,94.108826,11.694674,16.583641,7.656594,3.0714893,0,0.0
2002-11-01,France,46.19159293,2.189861097,33398.945,87.66582,51.730778,8.538912,12.118112,5.616949,3.2125373,0,0.0
2002-12-01,France,46.19159293,2.189861097,20082.098,87.83821,31.540487,6.3027864,9.02218,3.991354,3.3548074,0,0.0
2003-01-01,France,46.19159293,2.189861097,16946.148,84.24463,48.928974,2.1872644,5.4564557,-0.71178657,3.738068,0,0.0
2003-02-01,France,46.19159293,2.189861097,10208.872,77.58938,86.19511,2.5962126,6.9726567,-1.0512922,3.1448083,0,0.0
2003-03-01,France,46.19159293,2.189861097,6165.2583,69.42954,157.42644,8.797455,14.98001,3.3939822,2.930229,0,0.0
2003-04-01,France,46.19159293,2.189861097,10974.744,66.62185,196.98541,10.560835,16.304121,5.079964,3.5166569,0,0.0
